"","State","Month","Race","Vaccine","Population","Republican.Rep.","Democratics.Rep.","Region","Season"
"1624","Mississippi","May","Hispanic",0,1.833887539,0.44,0.42,"South","Far"
"1625","Missouri","May","Hispanic",0,3.71277831,0.41,0.42,"Midwest","Far"
"1626","Montana","May","Hispanic",9.5,0.267477809,0.49,0.3,"West","Far"
"1627","Nebraska","May","Hispanic",0.200000000000003,2.730521085,0.47,0.36,"Midwest","Far"
"1628","Nevada","May","Hispanic",0.300000000000004,7.874460412,0.37,0.46,"West","Far"
"1629","New Hampshire","May","Hispanic",0,5.618575092,0.35,0.44,"Northeast","Far"
"1630","New Jersey","May","Hispanic",NA,248.0702251,0.3,0.51,"Northeast","Far"
"1631","New Mexico","May","Hispanic",0,8.39075516,0.37,0.48,"West","Far"
"1632","New York","May","Hispanic",0.799999999999997,80.71434017,0.28,0.53,"Northeast","Far"
"1633","North Carolina","May","Hispanic",0.600000000000001,19.75586026,0.41,0.43,"South","Far"
"1634","North Dakota","May","Hispanic",0,0.383786996,0.5,0.33,"Midwest","Far"
"1635","Ohio","May","Hispanic",0,10.66495739,0.42,0.4,"Midwest","Far"
"1636","Oklahoma","May","Hispanic",6.4,6.082033809,0.45,0.4,"South","Far"
"1637","Oregon","May","Hispanic",0,5.634448923,0.32,0.47,"West","Far"
"1638","Pennsylvania","May","Hispanic",0.399999999999999,20.93770638,0.39,0.46,"Northeast","Far"
"1639","Rhode Island","May","Hispanic",1.2,157.9748549,0.3,0.48,"Northeast","Far"
"1640","South Carolina","May","Hispanic",0,9.497857926,0.43,0.39,"South","Far"
"1641","South Dakota","May","Hispanic",2.9,0.412105721,0.53,0.37,"Midwest","Far"
"1642","Tennessee","May","Hispanic",0.5,8.762809316,0.48,0.36,"South","Far"
"1643","Texas","May","Hispanic",0.5,42.6046374,0.39,0.4,"South","Far"
"1644","Utah","May","Hispanic",0,5.285390906,0.54,0.3,"West","Far"
"1645","Vermont","May","Hispanic",0,1.290085415,0.29,0.57,"Northeast","Far"
"1646","Virginia","May","Hispanic",2.9,19.96722057,0.43,0.39,"South","Far"
"1647","Washington","May","Hispanic",0,14.12982488,0.33,0.44,"West","Far"
"1648","West Virginia","May","Hispanic",0,0.946859302,0.43,0.41,"South","Far"
"1649","Wisconsin","May","Hispanic",0,7.324943845,0.42,0.42,"Midwest","Far"
"1650","Wyoming","May","Hispanic",0,0.598547964,0.57,0.25,"West","Far"
"1651","Alabama","Jul","Other",0,3.018660098,0.52,0.35,"South","Far"
"1652","Alaska","Jul","Other",0,0.35448557,0.39,0.32,"West","Far"
"1653","Arizona","Jul","Other",0,6.38950388,0.4,0.39,"West","Far"
"1654","Arkansas","Jul","Other",0,2.11362458,0.46,0.38,"South","Far"
"1655","California","Jul","Other",0,73.78105185,0.3,0.49,"West","Far"
"1656","Colorado","Jul","Other",0,3.70629519,0.41,0.42,"West","Far"
"1657","Connecticut","Jul","Other",0,68.6509804,0.32,0.5,"Northeast","Far"
"1658","Delaware","Jul","Other",0,40.48695652,0.29,0.55,"South","Far"
"1659","Florida","Jul","Other",0,22.20356687,0.37,0.44,"South","Far"
"1660","Georgia","Jul","Other",0,14.4075174,0.41,0.41,"South","Far"
"1661","Hawaii","Jul","Other",0.8,166.1872957,0.28,0.51,"West","Far"
"1662","Idaho","Jul","Other",0,0.779833477,0.49,0.32,"West","Far"
"1663","Illinois","Jul","Other",0,25.04246937,0.33,0.48,"Midwest","Far"
"1664","Indiana","Jul","Other",0,8.444828548,0.42,0.37,"Midwest","Far"
"1665","Iowa","Jul","Other",0,3.037118568,0.41,0.4,"Midwest","Far"
"1666","Kansas","Jul","Other",0,2.302396636,0.46,0.31,"Midwest","Far"
"1667","Kentucky","Jul","Other",0,3.413973623,0.44,0.43,"South","Far"
"1668","Louisiana","Jul","Other",0,4.357985585,0.41,0.43,"South","Far"
"1669","Maine","Jul","Other",0,1.247594363,0.36,0.47,"Northeast","Far"
"1670","Maryland","Jul","Other",0,80.86680307,0.31,0.55,"South","Far"
"1671","Massachusetts","Jul","Other",0,116.1088288,0.27,0.56,"Northeast","Far"
"1672","Michigan","Jul","Other",0,11.64104424,0.34,0.47,"Midwest","Far"
"1673","Minnesota","Jul","Other",0,7.512591532,0.39,0.46,"Midwest","Far"
"1674","Mississippi","Jul","Other",0,1.45316963,0.44,0.42,"South","Far"
"1675","Missouri","Jul","Other",0,3.886702081,0.41,0.42,"Midwest","Far"
"1676","Montana","Jul","Other",0,0.525502212,0.49,0.3,"West","Far"
"1677","Nebraska","Jul","Other",0,1.385272769,0.47,0.36,"Midwest","Far"
"1678","Nevada","Jul","Other",0,4.805374934,0.37,0.46,"West","Far"
"1679","New Hampshire","Jul","Other",0,8.106143383,0.35,0.44,"Northeast","Far"
"1680","New Jersey","Jul","Other",NA,239.0082221,0.3,0.51,"Northeast","Far"
"1681","New Mexico","Jul","Other",0,1.961183208,0.37,0.48,"West","Far"
"1682","New York","Jul","Other",0,73.68388955,0.28,0.53,"Northeast","Far"
"1683","North Carolina","Jul","Other",0,14.31538651,0.41,0.43,"South","Far"
"1684","North Dakota","Jul","Other",0,0.958677566,0.5,0.33,"Midwest","Far"
"1685","Ohio","Jul","Other",0,12.95973433,0.42,0.4,"Midwest","Far"
"1686","Oklahoma","Jul","Other",0,6.659794115,0.45,0.4,"South","Far"
"1687","Oregon","Jul","Other",0,4.155484724,0.32,0.47,"West","Far"
"1688","Pennsylvania","Jul","Other",0,20.06577421,0.39,0.46,"Northeast","Far"
"1689","Rhode Island","Jul","Other",0,76.14119923,0.3,0.48,"Northeast","Far"
"1690","South Carolina","Jul","Other",0,5.3850088,0.43,0.39,"South","Far"
"1691","South Dakota","Jul","Other",0,1.262049066,0.53,0.37,"Midwest","Far"
"1692","Tennessee","Jul","Other",0,6.072852984,0.48,0.36,"South","Far"
"1693","Texas","Jul","Other",0,10.54462534,0.39,0.4,"South","Far"
"1694","Utah","Jul","Other",0,2.180082271,0.54,0.3,"West","Far"
"1695","Vermont","Jul","Other",0,2.607525138,0.29,0.57,"Northeast","Far"
"1696","Virginia","Jul","Other",0,27.76231123,0.43,0.39,"South","Far"
"1697","Washington","Jul","Other",0,19.93651437,0.33,0.44,"West","Far"
"1698","West Virginia","Jul","Other",0,1.236393075,0.43,0.41,"South","Far"
"1699","Wisconsin","Jul","Other",0,6.661818316,0.42,0.42,"Midwest","Far"
"1700","Wyoming","Jul","Other",0,0.22154369,0.57,0.25,"West","Far"
"1701","Alabama","Aug","Other",4.7,3.018660098,0.52,0.35,"South","Far"
"1702","Alaska","Aug","Other",2.3,0.35448557,0.39,0.32,"West","Far"
"1703","Arizona","Aug","Other",0,6.38950388,0.4,0.39,"West","Far"
"1704","Arkansas","Aug","Other",0,2.11362458,0.46,0.38,"South","Far"
"1705","California","Aug","Other",2.3,73.78105185,0.3,0.49,"West","Far"
"1706","Colorado","Aug","Other",3.7,3.70629519,0.41,0.42,"West","Far"
"1707","Connecticut","Aug","Other",0,68.6509804,0.32,0.5,"Northeast","Far"
"1708","Delaware","Aug","Other",2.6,40.48695652,0.29,0.55,"South","Far"
"1709","Florida","Aug","Other",3.3,22.20356687,0.37,0.44,"South","Far"
"1710","Georgia","Aug","Other",2.6,14.4075174,0.41,0.41,"South","Far"
"1711","Hawaii","Aug","Other",2.9,166.1872957,0.28,0.51,"West","Far"
"1712","Idaho","Aug","Other",0,0.779833477,0.49,0.32,"West","Far"
"1713","Illinois","Aug","Other",5.3,25.04246937,0.33,0.48,"Midwest","Far"
"1714","Indiana","Aug","Other",0,8.444828548,0.42,0.37,"Midwest","Far"
"1715","Iowa","Aug","Other",0,3.037118568,0.41,0.4,"Midwest","Far"
"1716","Kansas","Aug","Other",0,2.302396636,0.46,0.31,"Midwest","Far"
"1717","Kentucky","Aug","Other",0,3.413973623,0.44,0.43,"South","Far"
"1718","Louisiana","Aug","Other",0,4.357985585,0.41,0.43,"South","Far"
"1719","Maine","Aug","Other",2.3,1.247594363,0.36,0.47,"Northeast","Far"
"1720","Maryland","Aug","Other",2.4,80.86680307,0.31,0.55,"South","Far"
"1721","Massachusetts","Aug","Other",2.4,116.1088288,0.27,0.56,"Northeast","Far"
"1722","Michigan","Aug","Other",3.7,11.64104424,0.34,0.47,"Midwest","Far"
"1723","Minnesota","Aug","Other",2.3,7.512591532,0.39,0.46,"Midwest","Far"
"1724","Mississippi","Aug","Other",0,1.45316963,0.44,0.42,"South","Far"
"1725","Missouri","Aug","Other",0,3.886702081,0.41,0.42,"Midwest","Far"
"1726","Montana","Aug","Other",0,0.525502212,0.49,0.3,"West","Far"
"1727","Nebraska","Aug","Other",0,1.385272769,0.47,0.36,"Midwest","Far"
"1728","Nevada","Aug","Other",0,4.805374934,0.37,0.46,"West","Far"
"1729","New Hampshire","Aug","Other",0,8.106143383,0.35,0.44,"Northeast","Far"
"1730","New Jersey","Aug","Other",NA,239.0082221,0.3,0.51,"Northeast","Far"
"1731","New Mexico","Aug","Other",1.6,1.961183208,0.37,0.48,"West","Far"
"1732","New York","Aug","Other",0,73.68388955,0.28,0.53,"Northeast","Far"
"1733","North Carolina","Aug","Other",3.5,14.31538651,0.41,0.43,"South","Far"
"1734","North Dakota","Aug","Other",0,0.958677566,0.5,0.33,"Midwest","Far"
"1735","Ohio","Aug","Other",0,12.95973433,0.42,0.4,"Midwest","Far"
"1736","Oklahoma","Aug","Other",2.2,6.659794115,0.45,0.4,"South","Far"
"1737","Oregon","Aug","Other",0,4.155484724,0.32,0.47,"West","Far"
"1738","Pennsylvania","Aug","Other",2.8,20.06577421,0.39,0.46,"Northeast","Far"
"1739","Rhode Island","Aug","Other",0,76.14119923,0.3,0.48,"Northeast","Far"
"1740","South Carolina","Aug","Other",0,5.3850088,0.43,0.39,"South","Far"
"1741","South Dakota","Aug","Other",1.9,1.262049066,0.53,0.37,"Midwest","Far"
"1742","Tennessee","Aug","Other",3.7,6.072852984,0.48,0.36,"South","Far"
"1743","Texas","Aug","Other",3.7,10.54462534,0.39,0.4,"South","Far"
"1744","Utah","Aug","Other",0,2.180082271,0.54,0.3,"West","Far"
"1745","Vermont","Aug","Other",0,2.607525138,0.29,0.57,"Northeast","Far"
"1746","Virginia","Aug","Other",3.7,27.76231123,0.43,0.39,"South","Far"
"1747","Washington","Aug","Other",2.9,19.93651437,0.33,0.44,"West","Far"
"1748","West Virginia","Aug","Other",4.3,1.236393075,0.43,0.41,"South","Far"
"1749","Wisconsin","Aug","Other",2.7,6.661818316,0.42,0.42,"Midwest","Far"
"1750","Wyoming","Aug","Other",0,0.22154369,0.57,0.25,"West","Far"
"1751","Alabama","Sep","Other",6.5,3.018660098,0.52,0.35,"South","Near"
"1752","Alaska","Sep","Other",7,0.35448557,0.39,0.32,"West","Near"
"1753","Arizona","Sep","Other",11.6,6.38950388,0.4,0.39,"West","Near"
"1754","Arkansas","Sep","Other",6.2,2.11362458,0.46,0.38,"South","Near"
"1755","California","Sep","Other",9.2,73.78105185,0.3,0.49,"West","Near"
"1756","Colorado","Sep","Other",5.5,3.70629519,0.41,0.42,"West","Near"
"1757","Connecticut","Sep","Other",12,68.6509804,0.32,0.5,"Northeast","Near"
"1758","Delaware","Sep","Other",10.7,40.48695652,0.29,0.55,"South","Near"
"1759","Florida","Sep","Other",8.9,22.20356687,0.37,0.44,"South","Near"
"1760","Georgia","Sep","Other",7.9,14.4075174,0.41,0.41,"South","Near"
"1761","Hawaii","Sep","Other",8.7,166.1872957,0.28,0.51,"West","Near"
"1762","Idaho","Sep","Other",0,0.779833477,0.49,0.32,"West","Near"
"1763","Illinois","Sep","Other",5.7,25.04246937,0.33,0.48,"Midwest","Near"
"1764","Indiana","Sep","Other",9,8.444828548,0.42,0.37,"Midwest","Near"
"1765","Iowa","Sep","Other",11.4,3.037118568,0.41,0.4,"Midwest","Near"
"1766","Kansas","Sep","Other",7.8,2.302396636,0.46,0.31,"Midwest","Near"
"1767","Kentucky","Sep","Other",9.2,3.413973623,0.44,0.43,"South","Near"
"1768","Louisiana","Sep","Other",8.6,4.357985585,0.41,0.43,"South","Near"
"1769","Maine","Sep","Other",5.1,1.247594363,0.36,0.47,"Northeast","Near"
"1770","Maryland","Sep","Other",8.4,80.86680307,0.31,0.55,"South","Near"
"1771","Massachusetts","Sep","Other",9.3,116.1088288,0.27,0.56,"Northeast","Near"
"1772","Michigan","Sep","Other",5.9,11.64104424,0.34,0.47,"Midwest","Near"
"1773","Minnesota","Sep","Other",9.3,7.512591532,0.39,0.46,"Midwest","Near"
"1774","Mississippi","Sep","Other",0,1.45316963,0.44,0.42,"South","Near"
"1775","Missouri","Sep","Other",9.7,3.886702081,0.41,0.42,"Midwest","Near"
"1776","Montana","Sep","Other",6.2,0.525502212,0.49,0.3,"West","Near"
"1777","Nebraska","Sep","Other",9.6,1.385272769,0.47,0.36,"Midwest","Near"
"1778","Nevada","Sep","Other",8.7,4.805374934,0.37,0.46,"West","Near"
"1779","New Hampshire","Sep","Other",8.3,8.106143383,0.35,0.44,"Northeast","Near"
"1780","New Jersey","Sep","Other",NA,239.0082221,0.3,0.51,"Northeast","Near"
"1781","New Mexico","Sep","Other",5.7,1.961183208,0.37,0.48,"West","Near"
"1782","New York","Sep","Other",10,73.68388955,0.28,0.53,"Northeast","Near"
"1783","North Carolina","Sep","Other",6.2,14.31538651,0.41,0.43,"South","Near"
"1784","North Dakota","Sep","Other",10.5,0.958677566,0.5,0.33,"Midwest","Near"
"1785","Ohio","Sep","Other",12.2,12.95973433,0.42,0.4,"Midwest","Near"
"1786","Oklahoma","Sep","Other",6.7,6.659794115,0.45,0.4,"South","Near"
"1787","Oregon","Sep","Other",5.3,4.155484724,0.32,0.47,"West","Near"
"1788","Pennsylvania","Sep","Other",7.1,20.06577421,0.39,0.46,"Northeast","Near"
"1789","Rhode Island","Sep","Other",9.1,76.14119923,0.3,0.48,"Northeast","Near"
"1790","South Carolina","Sep","Other",6.8,5.3850088,0.43,0.39,"South","Near"
"1791","South Dakota","Sep","Other",7.5,1.262049066,0.53,0.37,"Midwest","Near"
"1792","Tennessee","Sep","Other",7.8,6.072852984,0.48,0.36,"South","Near"
"1793","Texas","Sep","Other",7,10.54462534,0.39,0.4,"South","Near"
"1794","Utah","Sep","Other",10.9,2.180082271,0.54,0.3,"West","Near"
"1795","Vermont","Sep","Other",5.1,2.607525138,0.29,0.57,"Northeast","Near"
"1796","Virginia","Sep","Other",8,27.76231123,0.43,0.39,"South","Near"
"1797","Washington","Sep","Other",9.2,19.93651437,0.33,0.44,"West","Near"
"1798","West Virginia","Sep","Other",5.6,1.236393075,0.43,0.41,"South","Near"
"1799","Wisconsin","Sep","Other",10.2,6.661818316,0.42,0.42,"Midwest","Near"
"1800","Wyoming","Sep","Other",4.3,0.22154369,0.57,0.25,"West","Near"
"1801","Alabama","Oct","Other",13.2,3.018660098,0.52,0.35,"South","Near"
"1802","Alaska","Oct","Other",13,0.35448557,0.39,0.32,"West","Near"
"1803","Arizona","Oct","Other",12.3,6.38950388,0.4,0.39,"West","Near"
"1804","Arkansas","Oct","Other",15.1,2.11362458,0.46,0.38,"South","Near"
"1805","California","Oct","Other",11.9,73.78105185,0.3,0.49,"West","Near"
"1806","Colorado","Oct","Other",18.2,3.70629519,0.41,0.42,"West","Near"
"1807","Connecticut","Oct","Other",22.7,68.6509804,0.32,0.5,"Northeast","Near"
"1808","Delaware","Oct","Other",16,40.48695652,0.29,0.55,"South","Near"
"1809","Florida","Oct","Other",11.4,22.20356687,0.37,0.44,"South","Near"
"1810","Georgia","Oct","Other",15.1,14.4075174,0.41,0.41,"South","Near"
"1811","Hawaii","Oct","Other",12.8,166.1872957,0.28,0.51,"West","Near"
"1812","Idaho","Oct","Other",25.7,0.779833477,0.49,0.32,"West","Near"
"1813","Illinois","Oct","Other",14.1,25.04246937,0.33,0.48,"Midwest","Near"
"1814","Indiana","Oct","Other",11.3,8.444828548,0.42,0.37,"Midwest","Near"
"1815","Iowa","Oct","Other",19,3.037118568,0.41,0.4,"Midwest","Near"
"1816","Kansas","Oct","Other",17.8,2.302396636,0.46,0.31,"Midwest","Near"
"1817","Kentucky","Oct","Other",15,3.413973623,0.44,0.43,"South","Near"
"1818","Louisiana","Oct","Other",13,4.357985585,0.41,0.43,"South","Near"
"1819","Maine","Oct","Other",18.9,1.247594363,0.36,0.47,"Northeast","Near"
"1820","Maryland","Oct","Other",23.3,80.86680307,0.31,0.55,"South","Near"
"1821","Massachusetts","Oct","Other",18.9,116.1088288,0.27,0.56,"Northeast","Near"
"1822","Michigan","Oct","Other",17,11.64104424,0.34,0.47,"Midwest","Near"
"1823","Minnesota","Oct","Other",17.9,7.512591532,0.39,0.46,"Midwest","Near"
"1824","Mississippi","Oct","Other",21.9,1.45316963,0.44,0.42,"South","Near"
"1825","Missouri","Oct","Other",14.9,3.886702081,0.41,0.42,"Midwest","Near"
"1826","Montana","Oct","Other",22.8,0.525502212,0.49,0.3,"West","Near"
"1827","Nebraska","Oct","Other",14.4,1.385272769,0.47,0.36,"Midwest","Near"
"1828","Nevada","Oct","Other",15,4.805374934,0.37,0.46,"West","Near"
"1829","New Hampshire","Oct","Other",15,8.106143383,0.35,0.44,"Northeast","Near"
"1830","New Jersey","Oct","Other",NA,239.0082221,0.3,0.51,"Northeast","Near"
"1831","New Mexico","Oct","Other",21,1.961183208,0.37,0.48,"West","Near"
"1832","New York","Oct","Other",16,73.68388955,0.28,0.53,"Northeast","Near"
"1833","North Carolina","Oct","Other",23.7,14.31538651,0.41,0.43,"South","Near"
"1834","North Dakota","Oct","Other",15.4,0.958677566,0.5,0.33,"Midwest","Near"
"1835","Ohio","Oct","Other",14.8,12.95973433,0.42,0.4,"Midwest","Near"
"1836","Oklahoma","Oct","Other",19.7,6.659794115,0.45,0.4,"South","Near"
"1837","Oregon","Oct","Other",12.3,4.155484724,0.32,0.47,"West","Near"
"1838","Pennsylvania","Oct","Other",19.7,20.06577421,0.39,0.46,"Northeast","Near"
"1839","Rhode Island","Oct","Other",16.6,76.14119923,0.3,0.48,"Northeast","Near"
"1840","South Carolina","Oct","Other",12.8,5.3850088,0.43,0.39,"South","Near"
"1841","South Dakota","Oct","Other",16.3,1.262049066,0.53,0.37,"Midwest","Near"
"1842","Tennessee","Oct","Other",18,6.072852984,0.48,0.36,"South","Near"
"1843","Texas","Oct","Other",16.8,10.54462534,0.39,0.4,"South","Near"
"1844","Utah","Oct","Other",16,2.180082271,0.54,0.3,"West","Near"
"1845","Vermont","Oct","Other",21,2.607525138,0.29,0.57,"Northeast","Near"
"1846","Virginia","Oct","Other",23.2,27.76231123,0.43,0.39,"South","Near"
"1847","Washington","Oct","Other",18,19.93651437,0.33,0.44,"West","Near"
"1848","West Virginia","Oct","Other",20,1.236393075,0.43,0.41,"South","Near"
"1849","Wisconsin","Oct","Other",14.9,6.661818316,0.42,0.42,"Midwest","Near"
"1850","Wyoming","Oct","Other",20.1,0.22154369,0.57,0.25,"West","Near"
"1851","Alabama","Nov","Other",3.9,3.018660098,0.52,0.35,"South","Near"
"1852","Alaska","Nov","Other",5.7,0.35448557,0.39,0.32,"West","Near"
"1853","Arizona","Nov","Other",6.7,6.38950388,0.4,0.39,"West","Near"
"1854","Arkansas","Nov","Other",7.9,2.11362458,0.46,0.38,"South","Near"
"1855","California","Nov","Other",9.8,73.78105185,0.3,0.49,"West","Near"
"1856","Colorado","Nov","Other",7.2,3.70629519,0.41,0.42,"West","Near"
"1857","Connecticut","Nov","Other",12.8,68.6509804,0.32,0.5,"Northeast","Near"
"1858","Delaware","Nov","Other",9.9,40.48695652,0.29,0.55,"South","Near"
"1859","Florida","Nov","Other",6.5,22.20356687,0.37,0.44,"South","Near"
"1860","Georgia","Nov","Other",9.3,14.4075174,0.41,0.41,"South","Near"
"1861","Hawaii","Nov","Other",8.9,166.1872957,0.28,0.51,"West","Near"
"1862","Idaho","Nov","Other",8.9,0.779833477,0.49,0.32,"West","Near"
"1863","Illinois","Nov","Other",9.5,25.04246937,0.33,0.48,"Midwest","Near"
"1864","Indiana","Nov","Other",10.6,8.444828548,0.42,0.37,"Midwest","Near"
"1865","Iowa","Nov","Other",14.1,3.037118568,0.41,0.4,"Midwest","Near"
"1866","Kansas","Nov","Other",10.5,2.302396636,0.46,0.31,"Midwest","Near"
"1867","Kentucky","Nov","Other",11.2,3.413973623,0.44,0.43,"South","Near"
"1868","Louisiana","Nov","Other",1.5,4.357985585,0.41,0.43,"South","Near"
"1869","Maine","Nov","Other",6,1.247594363,0.36,0.47,"Northeast","Near"
"1870","Maryland","Nov","Other",11.9,80.86680307,0.31,0.55,"South","Near"
"1871","Massachusetts","Nov","Other",11.4,116.1088288,0.27,0.56,"Northeast","Near"
"1872","Michigan","Nov","Other",7.2,11.64104424,0.34,0.47,"Midwest","Near"
"1873","Minnesota","Nov","Other",10,7.512591532,0.39,0.46,"Midwest","Near"
"1874","Mississippi","Nov","Other",4.2,1.45316963,0.44,0.42,"South","Near"
"1875","Missouri","Nov","Other",11.6,3.886702081,0.41,0.42,"Midwest","Near"
"1876","Montana","Nov","Other",9.6,0.525502212,0.49,0.3,"West","Near"
"1877","Nebraska","Nov","Other",17.3,1.385272769,0.47,0.36,"Midwest","Near"
"1878","Nevada","Nov","Other",8.4,4.805374934,0.37,0.46,"West","Near"
"1879","New Hampshire","Nov","Other",15.8,8.106143383,0.35,0.44,"Northeast","Near"
"1880","New Jersey","Nov","Other",NA,239.0082221,0.3,0.51,"Northeast","Near"
"1881","New Mexico","Nov","Other",6.6,1.961183208,0.37,0.48,"West","Near"
"1882","New York","Nov","Other",8.5,73.68388955,0.28,0.53,"Northeast","Near"
"1883","North Carolina","Nov","Other",7.4,14.31538651,0.41,0.43,"South","Near"
"1884","North Dakota","Nov","Other",10.2,0.958677566,0.5,0.33,"Midwest","Near"
"1885","Ohio","Nov","Other",7.4,12.95973433,0.42,0.4,"Midwest","Near"
"1886","Oklahoma","Nov","Other",10.5,6.659794115,0.45,0.4,"South","Near"
"1887","Oregon","Nov","Other",12,4.155484724,0.32,0.47,"West","Near"
"1888","Pennsylvania","Nov","Other",14.1,20.06577421,0.39,0.46,"Northeast","Near"
"1889","Rhode Island","Nov","Other",8.8,76.14119923,0.3,0.48,"Northeast","Near"
"1890","South Carolina","Nov","Other",8.8,5.3850088,0.43,0.39,"South","Near"
"1891","South Dakota","Nov","Other",9.6,1.262049066,0.53,0.37,"Midwest","Near"
"1892","Tennessee","Nov","Other",4.7,6.072852984,0.48,0.36,"South","Near"
"1893","Texas","Nov","Other",7.3,10.54462534,0.39,0.4,"South","Near"
"1894","Utah","Nov","Other",7.1,2.180082271,0.54,0.3,"West","Near"
"1895","Vermont","Nov","Other",11.4,2.607525138,0.29,0.57,"Northeast","Near"
"1896","Virginia","Nov","Other",9.6,27.76231123,0.43,0.39,"South","Near"
"1897","Washington","Nov","Other",12.9,19.93651437,0.33,0.44,"West","Near"
"1898","West Virginia","Nov","Other",8.6,1.236393075,0.43,0.41,"South","Near"
"1899","Wisconsin","Nov","Other",9.3,6.661818316,0.42,0.42,"Midwest","Near"
"1900","Wyoming","Nov","Other",7.4,0.22154369,0.57,0.25,"West","Near"
"1901","Alabama","Dec","Other",3.1,3.018660098,0.52,0.35,"South","Flu"
"1902","Alaska","Dec","Other",3,0.35448557,0.39,0.32,"West","Flu"
"1903","Arizona","Dec","Other",4.5,6.38950388,0.4,0.39,"West","Flu"
"1904","Arkansas","Dec","Other",1.6,2.11362458,0.46,0.38,"South","Flu"
"1905","California","Dec","Other",4.2,73.78105185,0.3,0.49,"West","Flu"
"1906","Colorado","Dec","Other",2.5,3.70629519,0.41,0.42,"West","Flu"
"1907","Connecticut","Dec","Other",2.9,68.6509804,0.32,0.5,"Northeast","Flu"
"1908","Delaware","Dec","Other",2.59999999999999,40.48695652,0.29,0.55,"South","Flu"
"1909","Florida","Dec","Other",2.2,22.20356687,0.37,0.44,"South","Flu"
"1910","Georgia","Dec","Other",6.8,14.4075174,0.41,0.41,"South","Flu"
"1911","Hawaii","Dec","Other",3.7,166.1872957,0.28,0.51,"West","Flu"
"1912","Idaho","Dec","Other",3.3,0.779833477,0.49,0.32,"West","Flu"
"1913","Illinois","Dec","Other",2.9,25.04246937,0.33,0.48,"Midwest","Flu"
"1914","Indiana","Dec","Other",3.9,8.444828548,0.42,0.37,"Midwest","Flu"
"1915","Iowa","Dec","Other",2.8,3.037118568,0.41,0.4,"Midwest","Flu"
"1916","Kansas","Dec","Other",4.9,2.302396636,0.46,0.31,"Midwest","Flu"
"1917","Kentucky","Dec","Other",2.7,3.413973623,0.44,0.43,"South","Flu"
"1918","Louisiana","Dec","Other",3.9,4.357985585,0.41,0.43,"South","Flu"
"1919","Maine","Dec","Other",10.7,1.247594363,0.36,0.47,"Northeast","Flu"
"1920","Maryland","Dec","Other",3.9,80.86680307,0.31,0.55,"South","Flu"
"1921","Massachusetts","Dec","Other",7.5,116.1088288,0.27,0.56,"Northeast","Flu"
"1922","Michigan","Dec","Other",3.90000000000001,11.64104424,0.34,0.47,"Midwest","Flu"
"1923","Minnesota","Dec","Other",3,7.512591532,0.39,0.46,"Midwest","Flu"
"1924","Mississippi","Dec","Other",2.4,1.45316963,0.44,0.42,"South","Flu"
"1925","Missouri","Dec","Other",6.2,3.886702081,0.41,0.42,"Midwest","Flu"
"1926","Montana","Dec","Other",1.7,0.525502212,0.49,0.3,"West","Flu"
"1927","Nebraska","Dec","Other",5.1,1.385272769,0.47,0.36,"Midwest","Flu"
"1928","Nevada","Dec","Other",1.8,4.805374934,0.37,0.46,"West","Flu"
"1929","New Hampshire","Dec","Other",2.9,8.106143383,0.35,0.44,"Northeast","Flu"
"1930","New Jersey","Dec","Other",NA,239.0082221,0.3,0.51,"Northeast","Flu"
"1931","New Mexico","Dec","Other",4,1.961183208,0.37,0.48,"West","Flu"
"1932","New York","Dec","Other",4.1,73.68388955,0.28,0.53,"Northeast","Flu"
"1933","North Carolina","Dec","Other",3.90000000000001,14.31538651,0.41,0.43,"South","Flu"
"1934","North Dakota","Dec","Other",3,0.958677566,0.5,0.33,"Midwest","Flu"
"1935","Ohio","Dec","Other",3.8,12.95973433,0.42,0.4,"Midwest","Flu"
"1936","Oklahoma","Dec","Other",3.4,6.659794115,0.45,0.4,"South","Flu"
"1937","Oregon","Dec","Other",3.9,4.155484724,0.32,0.47,"West","Flu"
"1938","Pennsylvania","Dec","Other",2.59999999999999,20.06577421,0.39,0.46,"Northeast","Flu"
"1939","Rhode Island","Dec","Other",2.4,76.14119923,0.3,0.48,"Northeast","Flu"
"1940","South Carolina","Dec","Other",4,5.3850088,0.43,0.39,"South","Flu"
"1941","South Dakota","Dec","Other",8.7,1.262049066,0.53,0.37,"Midwest","Flu"
"1942","Tennessee","Dec","Other",5.09999999999999,6.072852984,0.48,0.36,"South","Flu"
"1943","Texas","Dec","Other",2.1,10.54462534,0.39,0.4,"South","Flu"
"1944","Utah","Dec","Other",3.7,2.180082271,0.54,0.3,"West","Flu"
"1945","Vermont","Dec","Other",1.8,2.607525138,0.29,0.57,"Northeast","Flu"
"1946","Virginia","Dec","Other",2.6,27.76231123,0.43,0.39,"South","Flu"
"1947","Washington","Dec","Other",4.7,19.93651437,0.33,0.44,"West","Flu"
"1948","West Virginia","Dec","Other",4.3,1.236393075,0.43,0.41,"South","Flu"
"1949","Wisconsin","Dec","Other",2.6,6.661818316,0.42,0.42,"Midwest","Flu"
"1950","Wyoming","Dec","Other",2.2,0.22154369,0.57,0.25,"West","Flu"
"1951","Alabama","Jan","Other",3.2,3.018660098,0.52,0.35,"South","Flu"
"1952","Alaska","Jan","Other",3.9,0.35448557,0.39,0.32,"West","Flu"
"1953","Arizona","Jan","Other",4.6,6.38950388,0.4,0.39,"West","Flu"
