"","X","State","Month","Age","Republican.Rep.","Democratics.Rep.","Region","Season","Vaccine","Population"
"1",1,"Alabama","Jul",1,0.52,0.35,"South","Far",0.9,22.23251232
"2",2,"Alaska","Jul",1,0.39,0.32,"West","Far",0,0.334886557
"3",3,"Arizona","Jul",1,0.4,0.39,"West","Far",0.733333333,15.01469527
"4",4,"Arkansas","Jul",1,0.46,0.38,"South","Far",0,13.99135862
"5",5,"California","Jul",1,0.3,0.49,"West","Far",1.5,59.78470633
"6",6,"Colorado","Jul",1,0.41,0.42,"West","Far",0,12.74269739
"7",7,"Connecticut","Jul",1,0.32,0.5,"Northeast","Far",0,158.4520124
"8",8,"Delaware","Jul",1,0.29,0.55,"South","Far",0.766666667,105.2685422
"9",10,"Florida","Jul",1,0.37,0.44,"South","Far",1.7,81.4360057
"10",11,"Georgia","Jul",1,0.41,0.41,"South","Far",0.6,45.07329201
"11",12,"Hawaii","Jul",1,0.28,0.51,"West","Far",1.866666667,48.59100109
"12",13,"Idaho","Jul",1,0.49,0.32,"West","Far",0,5.59026477
"13",14,"Illinois","Jul",1,0.33,0.48,"Midwest","Far",1.033333333,53.34484557
"14",15,"Indiana","Jul",1,0.42,0.37,"Midwest","Far",0,44.87036521
"15",16,"Iowa","Jul",1,0.41,0.4,"Midwest","Far",0,13.50693512
"16",17,"Kansas","Jul",1,0.46,0.31,"Midwest","Far",0,8.893587378
"17",18,"Kentucky","Jul",1,0.44,0.43,"South","Far",0,25.78274439
"18",19,"Louisiana","Jul",1,0.41,0.43,"South","Far",0.866666667,26.22916954
"19",20,"Maine","Jul",1,0.36,0.47,"Northeast","Far",0,8.122468816
"20",22,"Massachusetts","Jul",1,0.27,0.56,"Northeast","Far",1.566666667,180.2373054
"21",23,"Michigan","Jul",1,0.34,0.47,"Midwest","Far",0,39.4099648
"22",24,"Minnesota","Jul",1,0.39,0.46,"Midwest","Far",0,16.78787194
"23",25,"Mississippi","Jul",1,0.44,0.42,"South","Far",0.466666667,15.66696509
"24",26,"Missouri","Jul",1,0.41,0.42,"Midwest","Far",0,20.40117275
"25",27,"Montana","Jul",1,0.49,0.3,"West","Far",0,1.599384429
"26",28,"Nebraska","Jul",1,0.47,0.36,"Midwest","Far",0,6.352922813
"27",29,"Nevada","Jul",1,0.37,0.46,"West","Far",0,6.441360217
"28",30,"New Hampshire","Jul",1,0.35,0.44,"Northeast","Far",0,29.71345746
"29",31,"New Jersey","Jul",1,0.3,0.51,"Northeast","Far",0.7,273.0287101
"30",32,"New Mexico","Jul",1,0.37,0.48,"West","Far",0.4,4.118979937
"31",33,"New York","Jul",1,0.28,0.53,"Northeast","Far",1.233333333,88.57360664
"32",34,"North Carolina","Jul",1,0.41,0.43,"South","Far",1.1,48.92647481
"33",35,"North Dakota","Jul",1,0.5,0.33,"Midwest","Far",0,2.556744065
"34",36,"Ohio","Jul",1,0.42,0.4,"Midwest","Far",0,65.01843577
"35",37,"Oklahoma","Jul",1,0.45,0.4,"South","Far",0,14.37702937
"36",38,"Oregon","Jul",1,0.32,0.47,"West","Far",0,9.353874358
"37",39,"Pennsylvania","Jul",1,0.39,0.46,"Northeast","Far",1.166666667,60.69165551
"38",40,"Rhode Island","Jul",1,0.3,0.48,"Northeast","Far",1.133333333,200.6769826
"39",41,"South Carolina","Jul",1,0.43,0.39,"South","Far",1.366666667,38.2252333
"40",42,"South Dakota","Jul",1,0.53,0.37,"Midwest","Far",0,2.888086643
"41",43,"Tennessee","Jul",1,0.48,0.36,"South","Far",0,37.79233382
"42",44,"Texas","Jul",1,0.39,0.4,"South","Far",2.066666667,29.41843506
"43",45,"Utah","Jul",1,0.54,0.3,"West","Far",0,11.76248661
"44",46,"Vermont","Jul",1,0.29,0.57,"Northeast","Far",0,12.65001622
"45",47,"Virginia","Jul",1,0.43,0.39,"South","Far",0,48.81307137
"46",48,"Washington","Jul",1,0.33,0.44,"West","Far",1.3,25.68411883
"47",49,"West Virginia","Jul",1,0.43,0.41,"South","Far",0,15.51044132
"48",50,"Wisconsin","Jul",1,0.42,0.42,"Midwest","Far",0.633333333,24.11164709
"49",51,"Wyoming","Jul",1,0.57,0.25,"West","Far",0,1.399515988
"50",52,"Alabama","Aug",1,0.52,0.35,"South","Far",5,22.23251232
"51",53,"Alaska","Aug",1,0.39,0.32,"West","Far",5.466666667,0.334886557
"52",54,"Arizona","Aug",1,0.4,0.39,"West","Far",6.233333334,15.01469527
"53",55,"Arkansas","Aug",1,0.46,0.38,"South","Far",3.533333333,13.99135862
"54",56,"California","Aug",1,0.3,0.49,"West","Far",6.066666667,59.78470633
"55",57,"Colorado","Aug",1,0.41,0.42,"West","Far",5.166666667,12.74269739
"56",58,"Connecticut","Aug",1,0.32,0.5,"Northeast","Far",5.5,158.4520124
"57",59,"Delaware","Aug",1,0.29,0.55,"South","Far",5.833333333,105.2685422
"58",61,"Florida","Aug",1,0.37,0.44,"South","Far",7.4,81.4360057
"59",62,"Georgia","Aug",1,0.41,0.41,"South","Far",6.2,45.07329201
"60",63,"Hawaii","Aug",1,0.28,0.51,"West","Far",7.066666666,48.59100109
"61",64,"Idaho","Aug",1,0.49,0.32,"West","Far",0.833333333,5.59026477
"62",65,"Illinois","Aug",1,0.33,0.48,"Midwest","Far",5.066666667,53.34484557
"63",66,"Indiana","Aug",1,0.42,0.37,"Midwest","Far",5.666666667,44.87036521
"64",67,"Iowa","Aug",1,0.41,0.4,"Midwest","Far",4.533333333,13.50693512
"65",68,"Kansas","Aug",1,0.46,0.31,"Midwest","Far",6,8.893587378
"66",69,"Kentucky","Aug",1,0.44,0.43,"South","Far",8.333333333,25.78274439
"67",70,"Louisiana","Aug",1,0.41,0.43,"South","Far",5.566666666,26.22916954
"68",71,"Maine","Aug",1,0.36,0.47,"Northeast","Far",2.9,8.122468816
"69",73,"Massachusetts","Aug",1,0.27,0.56,"Northeast","Far",4.266666666,180.2373054
"70",74,"Michigan","Aug",1,0.34,0.47,"Midwest","Far",3.533333333,39.4099648
"71",75,"Minnesota","Aug",1,0.39,0.46,"Midwest","Far",1.966666667,16.78787194
"72",76,"Mississippi","Aug",1,0.44,0.42,"South","Far",4.2,15.66696509
"73",77,"Missouri","Aug",1,0.41,0.42,"Midwest","Far",5.366666667,20.40117275
"74",78,"Montana","Aug",1,0.49,0.3,"West","Far",2.533333333,1.599384429
"75",79,"Nebraska","Aug",1,0.47,0.36,"Midwest","Far",5.266666667,6.352922813
"76",80,"Nevada","Aug",1,0.37,0.46,"West","Far",5.766666667,6.441360217
"77",81,"New Hampshire","Aug",1,0.35,0.44,"Northeast","Far",2.7,29.71345746
"78",82,"New Jersey","Aug",1,0.3,0.51,"Northeast","Far",4.366666667,273.0287101
"79",83,"New Mexico","Aug",1,0.37,0.48,"West","Far",6.033333333,4.118979937
"80",84,"New York","Aug",1,0.28,0.53,"Northeast","Far",4.533333334,88.57360664
"81",85,"North Carolina","Aug",1,0.41,0.43,"South","Far",6.2,48.92647481
"82",86,"North Dakota","Aug",1,0.5,0.33,"Midwest","Far",4.3,2.556744065
"83",87,"Ohio","Aug",1,0.42,0.4,"Midwest","Far",4.666666667,65.01843577
"84",88,"Oklahoma","Aug",1,0.45,0.4,"South","Far",5.1,14.37702937
"85",89,"Oregon","Aug",1,0.32,0.47,"West","Far",4.166666667,9.353874358
"86",90,"Pennsylvania","Aug",1,0.39,0.46,"Northeast","Far",4.133333333,60.69165551
"87",91,"Rhode Island","Aug",1,0.3,0.48,"Northeast","Far",2.466666667,200.6769826
"88",92,"South Carolina","Aug",1,0.43,0.39,"South","Far",4.933333333,38.2252333
"89",93,"South Dakota","Aug",1,0.53,0.37,"Midwest","Far",1.9,2.888086643
"90",94,"Tennessee","Aug",1,0.48,0.36,"South","Far",5.033333333,37.79233382
"91",95,"Texas","Aug",1,0.39,0.4,"South","Far",5.366666666,29.41843506
"92",96,"Utah","Aug",1,0.54,0.3,"West","Far",2.066666667,11.76248661
"93",97,"Vermont","Aug",1,0.29,0.57,"Northeast","Far",1.6,12.65001622
"94",98,"Virginia","Aug",1,0.43,0.39,"South","Far",6.266666667,48.81307137
"95",99,"Washington","Aug",1,0.33,0.44,"West","Far",4.933333333,25.68411883
"96",100,"West Virginia","Aug",1,0.43,0.41,"South","Far",5.033333333,15.51044132
"97",101,"Wisconsin","Aug",1,0.42,0.42,"Midwest","Far",3.7,24.11164709
"98",102,"Wyoming","Aug",1,0.57,0.25,"West","Far",1.7,1.399515988
"99",103,"Alabama","Sep",1,0.52,0.35,"South","Near",11.03333333,22.23251232
"100",104,"Alaska","Sep",1,0.39,0.32,"West","Near",8.233333333,0.334886557
"101",105,"Arizona","Sep",1,0.4,0.39,"West","Near",9.600000003,15.01469527
"102",106,"Arkansas","Sep",1,0.46,0.38,"South","Near",10.633333337,13.99135862
"103",107,"California","Sep",1,0.3,0.49,"West","Near",12.700000003,59.78470633
"104",108,"Colorado","Sep",1,0.41,0.42,"West","Near",10.866666663,12.74269739
"105",109,"Connecticut","Sep",1,0.32,0.5,"Northeast","Near",12.73333333,158.4520124
"106",110,"Delaware","Sep",1,0.29,0.55,"South","Near",11.86666667,105.2685422
"107",112,"Florida","Sep",1,0.37,0.44,"South","Near",11.16666667,81.4360057
"108",113,"Georgia","Sep",1,0.41,0.41,"South","Near",10.63333333,45.07329201
"109",114,"Hawaii","Sep",1,0.28,0.51,"West","Near",9.733333337,48.59100109
"110",115,"Idaho","Sep",1,0.49,0.32,"West","Near",9.566666667,5.59026477
"111",116,"Illinois","Sep",1,0.33,0.48,"Midwest","Near",9.8,53.34484557
"112",117,"Indiana","Sep",1,0.42,0.37,"Midwest","Near",9.566666663,44.87036521
"113",118,"Iowa","Sep",1,0.41,0.4,"Midwest","Near",11.266666667,13.50693512
"114",119,"Kansas","Sep",1,0.46,0.31,"Midwest","Near",7.6,8.893587378
"115",120,"Kentucky","Sep",1,0.44,0.43,"South","Near",9.233333337,25.78274439
"116",121,"Louisiana","Sep",1,0.41,0.43,"South","Near",9.899999997,26.22916954
"117",122,"Maine","Sep",1,0.36,0.47,"Northeast","Near",10.6,8.122468816
"118",124,"Massachusetts","Sep",1,0.27,0.56,"Northeast","Near",16.633333337,180.2373054
"119",125,"Michigan","Sep",1,0.34,0.47,"Midwest","Near",11.399999997,39.4099648
"120",126,"Minnesota","Sep",1,0.39,0.46,"Midwest","Near",14.100000003,16.78787194
"121",127,"Mississippi","Sep",1,0.44,0.42,"South","Near",7.833333333,15.66696509
"122",128,"Missouri","Sep",1,0.41,0.42,"Midwest","Near",8.433333333,20.40117275
"123",129,"Montana","Sep",1,0.49,0.3,"West","Near",7.566666667,1.599384429
"124",130,"Nebraska","Sep",1,0.47,0.36,"Midwest","Near",9.433333333,6.352922813
"125",131,"Nevada","Sep",1,0.37,0.46,"West","Near",8.466666663,6.441360217
"126",132,"New Hampshire","Sep",1,0.35,0.44,"Northeast","Near",12.7,29.71345746
"127",133,"New Jersey","Sep",1,0.3,0.51,"Northeast","Near",14.633333333,273.0287101
"128",134,"New Mexico","Sep",1,0.37,0.48,"West","Near",9.666666667,4.118979937
"129",135,"New York","Sep",1,0.28,0.53,"Northeast","Near",13.366666663,88.57360664
"130",136,"North Carolina","Sep",1,0.41,0.43,"South","Near",9.03333333,48.92647481
"131",137,"North Dakota","Sep",1,0.5,0.33,"Midwest","Near",11,2.556744065
"132",138,"Ohio","Sep",1,0.42,0.4,"Midwest","Near",10.900000003,65.01843577
"133",139,"Oklahoma","Sep",1,0.45,0.4,"South","Near",8.1,14.37702937
"134",140,"Oregon","Sep",1,0.32,0.47,"West","Near",9.200000003,9.353874358
"135",141,"Pennsylvania","Sep",1,0.39,0.46,"Northeast","Near",14.43333333,60.69165551
"136",142,"Rhode Island","Sep",1,0.3,0.48,"Northeast","Near",14.6,200.6769826
"137",143,"South Carolina","Sep",1,0.43,0.39,"South","Near",8.5,38.2252333
"138",144,"South Dakota","Sep",1,0.53,0.37,"Midwest","Near",8.93333333,2.888086643
"139",145,"Tennessee","Sep",1,0.48,0.36,"South","Near",12.199999997,37.79233382
"140",146,"Texas","Sep",1,0.39,0.4,"South","Near",10.966666667,29.41843506
"141",147,"Utah","Sep",1,0.54,0.3,"West","Near",11.366666663,11.76248661
"142",148,"Vermont","Sep",1,0.29,0.57,"Northeast","Near",9.26666667,12.65001622
"143",149,"Virginia","Sep",1,0.43,0.39,"South","Near",14.333333333,48.81307137
"144",150,"Washington","Sep",1,0.33,0.44,"West","Near",10.766666667,25.68411883
"145",151,"West Virginia","Sep",1,0.43,0.41,"South","Near",7.733333337,15.51044132
"146",152,"Wisconsin","Sep",1,0.42,0.42,"Midwest","Near",9.633333337,24.11164709
"147",153,"Wyoming","Sep",1,0.57,0.25,"West","Near",6.7,1.399515988
"148",154,"Alabama","Oct",1,0.52,0.35,"South","Near",20.76666667,22.23251232
"149",155,"Alaska","Oct",1,0.39,0.32,"West","Near",19.83333333,0.334886557
"150",156,"Arizona","Oct",1,0.4,0.39,"West","Near",17.83333333,15.01469527
"151",157,"Arkansas","Oct",1,0.46,0.38,"South","Near",27.3,13.99135862
"152",158,"California","Oct",1,0.3,0.49,"West","Near",18.8,59.78470633
"153",159,"Colorado","Oct",1,0.41,0.42,"West","Near",27.73333334,12.74269739
"154",160,"Connecticut","Oct",1,0.32,0.5,"Northeast","Near",25.63333334,158.4520124
"155",161,"Delaware","Oct",1,0.29,0.55,"South","Near",21.8,105.2685422
"156",163,"Florida","Oct",1,0.37,0.44,"South","Near",16.33333333,81.4360057
"157",164,"Georgia","Oct",1,0.41,0.41,"South","Near",19,45.07329201
"158",165,"Hawaii","Oct",1,0.28,0.51,"West","Near",21.5,48.59100109
"159",166,"Idaho","Oct",1,0.49,0.32,"West","Near",20.46666667,5.59026477
"160",167,"Illinois","Oct",1,0.33,0.48,"Midwest","Near",22,53.34484557
"161",168,"Indiana","Oct",1,0.42,0.37,"Midwest","Near",19.83333334,44.87036521
"162",169,"Iowa","Oct",1,0.41,0.4,"Midwest","Near",28.23333333,13.50693512
"163",170,"Kansas","Oct",1,0.46,0.31,"Midwest","Near",28.26666667,8.893587378
"164",171,"Kentucky","Oct",1,0.44,0.43,"South","Near",23.23333333,25.78274439
"165",172,"Louisiana","Oct",1,0.41,0.43,"South","Near",18.63333334,26.22916954
"166",173,"Maine","Oct",1,0.36,0.47,"Northeast","Near",25.6,8.122468816
"167",175,"Massachusetts","Oct",1,0.27,0.56,"Northeast","Near",28.5,180.2373054
"168",176,"Michigan","Oct",1,0.34,0.47,"Midwest","Near",21.06666667,39.4099648
"169",177,"Minnesota","Oct",1,0.39,0.46,"Midwest","Near",26.13333333,16.78787194
"170",178,"Mississippi","Oct",1,0.44,0.42,"South","Near",17.6,15.66696509
"171",179,"Missouri","Oct",1,0.41,0.42,"Midwest","Near",19.83333333,20.40117275
"172",180,"Montana","Oct",1,0.49,0.3,"West","Near",26.03333333,1.599384429
"173",181,"Nebraska","Oct",1,0.47,0.36,"Midwest","Near",26.73333333,6.352922813
"174",182,"Nevada","Oct",1,0.37,0.46,"West","Near",18.03333334,6.441360217
"175",183,"New Hampshire","Oct",1,0.35,0.44,"Northeast","Near",26.73333333,29.71345746
"176",184,"New Jersey","Oct",1,0.3,0.51,"Northeast","Near",24.93333333,273.0287101
"177",185,"New Mexico","Oct",1,0.37,0.48,"West","Near",24.83333333,4.118979937
"178",186,"New York","Oct",1,0.28,0.53,"Northeast","Near",22.76666667,88.57360664
"179",187,"North Carolina","Oct",1,0.41,0.43,"South","Near",21.73333334,48.92647481
"180",188,"North Dakota","Oct",1,0.5,0.33,"Midwest","Near",30.5,2.556744065
"181",189,"Ohio","Oct",1,0.42,0.4,"Midwest","Near",21.66666666,65.01843577
"182",190,"Oklahoma","Oct",1,0.45,0.4,"South","Near",23.7,14.37702937
"183",191,"Oregon","Oct",1,0.32,0.47,"West","Near",22.16666666,9.353874358
"184",192,"Pennsylvania","Oct",1,0.39,0.46,"Northeast","Near",25.46666667,60.69165551
"185",193,"Rhode Island","Oct",1,0.3,0.48,"Northeast","Near",32.33333333,200.6769826
"186",194,"South Carolina","Oct",1,0.43,0.39,"South","Near",19.03333333,38.2252333
"187",195,"South Dakota","Oct",1,0.53,0.37,"Midwest","Near",29.53333334,2.888086643
"188",196,"Tennessee","Oct",1,0.48,0.36,"South","Near",23.46666667,37.79233382
"189",197,"Texas","Oct",1,0.39,0.4,"South","Near",20.4,29.41843506
"190",198,"Utah","Oct",1,0.54,0.3,"West","Near",23.86666667,11.76248661
"191",199,"Vermont","Oct",1,0.29,0.57,"Northeast","Near",24,12.65001622
"192",200,"Virginia","Oct",1,0.43,0.39,"South","Near",26.26666667,48.81307137
"193",201,"Washington","Oct",1,0.33,0.44,"West","Near",23.6,25.68411883
"194",202,"West Virginia","Oct",1,0.43,0.41,"South","Near",23.06666666,15.51044132
"195",203,"Wisconsin","Oct",1,0.42,0.42,"Midwest","Near",24.2,24.11164709
"196",204,"Wyoming","Oct",1,0.57,0.25,"West","Near",21.16666667,1.399515988
"197",205,"Alabama","Nov",1,0.52,0.35,"South","Near",10.3,22.23251232
"198",206,"Alaska","Nov",1,0.39,0.32,"West","Near",9.33333334,0.334886557
"199",207,"Arizona","Nov",1,0.4,0.39,"West","Near",9.13333333,15.01469527
"200",208,"Arkansas","Nov",1,0.46,0.38,"South","Near",12.86666666,13.99135862
"201",209,"California","Nov",1,0.3,0.49,"West","Near",12.4,59.78470633
"202",210,"Colorado","Nov",1,0.41,0.42,"West","Near",10.5,12.74269739
"203",211,"Connecticut","Nov",1,0.32,0.5,"Northeast","Near",16.5,158.4520124
"204",212,"Delaware","Nov",1,0.29,0.55,"South","Near",14.76666666,105.2685422
"205",214,"Florida","Nov",1,0.37,0.44,"South","Near",8.56666667,81.4360057
"206",215,"Georgia","Nov",1,0.41,0.41,"South","Near",8.83333334,45.07329201
"207",216,"Hawaii","Nov",1,0.28,0.51,"West","Near",11.03333333,48.59100109
"208",217,"Idaho","Nov",1,0.49,0.32,"West","Near",9.73333333,5.59026477
"209",218,"Illinois","Nov",1,0.33,0.48,"Midwest","Near",11.9,53.34484557
"210",219,"Indiana","Nov",1,0.42,0.37,"Midwest","Near",11.06666666,44.87036521
"211",220,"Iowa","Nov",1,0.41,0.4,"Midwest","Near",13.93333334,13.50693512
"212",221,"Kansas","Nov",1,0.46,0.31,"Midwest","Near",13.53333333,8.893587378
"213",222,"Kentucky","Nov",1,0.44,0.43,"South","Near",14.16666667,25.78274439
"214",223,"Louisiana","Nov",1,0.41,0.43,"South","Near",11.56666666,26.22916954
"215",224,"Maine","Nov",1,0.36,0.47,"Northeast","Near",14.7,8.122468816
"216",226,"Massachusetts","Nov",1,0.27,0.56,"Northeast","Near",14.03333333,180.2373054
"217",227,"Michigan","Nov",1,0.34,0.47,"Midwest","Near",9.53333333,39.4099648
"218",228,"Minnesota","Nov",1,0.39,0.46,"Midwest","Near",14.33333333,16.78787194
"219",229,"Mississippi","Nov",1,0.44,0.42,"South","Near",10.13333333,15.66696509
"220",230,"Missouri","Nov",1,0.41,0.42,"Midwest","Near",12.26666667,20.40117275
"221",231,"Montana","Nov",1,0.49,0.3,"West","Near",11,1.599384429
"222",232,"Nebraska","Nov",1,0.47,0.36,"Midwest","Near",15.26666667,6.352922813
"223",233,"Nevada","Nov",1,0.37,0.46,"West","Near",10,6.441360217
"224",234,"New Hampshire","Nov",1,0.35,0.44,"Northeast","Near",15.96666667,29.71345746
"225",235,"New Jersey","Nov",1,0.3,0.51,"Northeast","Near",15.33333334,273.0287101
"226",236,"New Mexico","Nov",1,0.37,0.48,"West","Near",14.23333334,4.118979937
"227",237,"New York","Nov",1,0.28,0.53,"Northeast","Near",14.73333333,88.57360664
"228",238,"North Carolina","Nov",1,0.41,0.43,"South","Near",12.8,48.92647481
"229",239,"North Dakota","Nov",1,0.5,0.33,"Midwest","Near",12.36666667,2.556744065
"230",240,"Ohio","Nov",1,0.42,0.4,"Midwest","Near",12.56666667,65.01843577
"231",241,"Oklahoma","Nov",1,0.45,0.4,"South","Near",9.7,14.37702937
"232",242,"Oregon","Nov",1,0.32,0.47,"West","Near",12.53333334,9.353874358
"233",243,"Pennsylvania","Nov",1,0.39,0.46,"Northeast","Near",12.33333333,60.69165551
"234",244,"Rhode Island","Nov",1,0.3,0.48,"Northeast","Near",16.3,200.6769826
"235",245,"South Carolina","Nov",1,0.43,0.39,"South","Near",12.63333334,38.2252333
"236",246,"South Dakota","Nov",1,0.53,0.37,"Midwest","Near",15.53333333,2.888086643
"237",247,"Tennessee","Nov",1,0.48,0.36,"South","Near",10.13333333,37.79233382
"238",248,"Texas","Nov",1,0.39,0.4,"South","Near",10.93333333,29.41843506
"239",249,"Utah","Nov",1,0.54,0.3,"West","Near",9,11.76248661
"240",250,"Vermont","Nov",1,0.29,0.57,"Northeast","Near",14.13333333,12.65001622
"241",251,"Virginia","Nov",1,0.43,0.39,"South","Near",13.66666666,48.81307137
"242",252,"Washington","Nov",1,0.33,0.44,"West","Near",11.96666667,25.68411883
"243",253,"West Virginia","Nov",1,0.43,0.41,"South","Near",10.66666667,15.51044132
"244",254,"Wisconsin","Nov",1,0.42,0.42,"Midwest","Near",12.76666666,24.11164709
"245",255,"Wyoming","Nov",1,0.57,0.25,"West","Near",9.13333333,1.399515988
"246",256,"Alabama","Dec",1,0.52,0.35,"South","Flu",4.3,22.23251232
"247",257,"Alaska","Dec",1,0.39,0.32,"West","Flu",3.76666666,0.334886557
"248",258,"Arizona","Dec",1,0.4,0.39,"West","Flu",6.06666667,15.01469527
"249",259,"Arkansas","Dec",1,0.46,0.38,"South","Flu",3.46666667,13.99135862
"250",260,"California","Dec",1,0.3,0.49,"West","Flu",3.66666666,59.78470633
"251",261,"Colorado","Dec",1,0.41,0.42,"West","Flu",3.7,12.74269739
"252",262,"Connecticut","Dec",1,0.32,0.5,"Northeast","Flu",7.09999999999999,158.4520124
"253",263,"Delaware","Dec",1,0.29,0.55,"South","Flu",4.8,105.2685422
"254",265,"Florida","Dec",1,0.37,0.44,"South","Flu",3.96666666,81.4360057
"255",266,"Georgia","Dec",1,0.41,0.41,"South","Flu",4.26666666,45.07329201
"256",267,"Hawaii","Dec",1,0.28,0.51,"West","Flu",3.33333332999999,48.59100109
"257",268,"Idaho","Dec",1,0.49,0.32,"West","Flu",3.6,5.59026477
"258",269,"Illinois","Dec",1,0.33,0.48,"Midwest","Flu",3.76666667,53.34484557
"259",270,"Indiana","Dec",1,0.42,0.37,"Midwest","Flu",4.13333334,44.87036521
"260",271,"Iowa","Dec",1,0.41,0.4,"Midwest","Flu",4.53333333,13.50693512
"261",272,"Kansas","Dec",1,0.46,0.31,"Midwest","Flu",3.16666667,8.893587378
"262",273,"Kentucky","Dec",1,0.44,0.43,"South","Flu",3.16666666,25.78274439
"263",274,"Louisiana","Dec",1,0.41,0.43,"South","Flu",5.13333334,26.22916954
"264",275,"Maine","Dec",1,0.36,0.47,"Northeast","Flu",4.83333333,8.122468816
"265",277,"Massachusetts","Dec",1,0.27,0.56,"Northeast","Flu",7.06666667,180.2373054
"266",278,"Michigan","Dec",1,0.34,0.47,"Midwest","Flu",4.56666667,39.4099648
"267",279,"Minnesota","Dec",1,0.39,0.46,"Midwest","Flu",3.06666667,16.78787194
"268",280,"Mississippi","Dec",1,0.44,0.42,"South","Flu",3.73333334,15.66696509
"269",281,"Missouri","Dec",1,0.41,0.42,"Midwest","Flu",4.5,20.40117275
"270",282,"Montana","Dec",1,0.49,0.3,"West","Flu",3.63333334,1.599384429
"271",283,"Nebraska","Dec",1,0.47,0.36,"Midwest","Flu",4.76666667,6.352922813
"272",284,"Nevada","Dec",1,0.37,0.46,"West","Flu",4.3,6.441360217
"273",285,"New Hampshire","Dec",1,0.35,0.44,"Northeast","Flu",3.5,29.71345746
"274",286,"New Jersey","Dec",1,0.3,0.51,"Northeast","Flu",5.63333332999999,273.0287101
"275",287,"New Mexico","Dec",1,0.37,0.48,"West","Flu",6.03333333,4.118979937
"276",288,"New York","Dec",1,0.28,0.53,"Northeast","Flu",6.3,88.57360664
"277",289,"North Carolina","Dec",1,0.41,0.43,"South","Flu",6.16666666,48.92647481
"278",290,"North Dakota","Dec",1,0.5,0.33,"Midwest","Flu",2.23333333,2.556744065
"279",291,"Ohio","Dec",1,0.42,0.4,"Midwest","Flu",3.2,65.01843577
"280",292,"Oklahoma","Dec",1,0.45,0.4,"South","Flu",3.73333333,14.37702937
"281",293,"Oregon","Dec",1,0.32,0.47,"West","Flu",4.7,9.353874358
"282",294,"Pennsylvania","Dec",1,0.39,0.46,"Northeast","Flu",5.36666667,60.69165551
"283",295,"Rhode Island","Dec",1,0.3,0.48,"Northeast","Flu",5.06666667,200.6769826
"284",296,"South Carolina","Dec",1,0.43,0.39,"South","Flu",3.93333333,38.2252333
"285",297,"South Dakota","Dec",1,0.53,0.37,"Midwest","Flu",3.8,2.888086643
"286",298,"Tennessee","Dec",1,0.48,0.36,"South","Flu",4.76666667,37.79233382
"287",299,"Texas","Dec",1,0.39,0.4,"South","Flu",4.6,29.41843506
"288",300,"Utah","Dec",1,0.54,0.3,"West","Flu",4.5,11.76248661
"289",301,"Vermont","Dec",1,0.29,0.57,"Northeast","Flu",6.2,12.65001622
"290",302,"Virginia","Dec",1,0.43,0.39,"South","Flu",3.46666667,48.81307137
"291",303,"Washington","Dec",1,0.33,0.44,"West","Flu",3.96666666,25.68411883
"292",304,"West Virginia","Dec",1,0.43,0.41,"South","Flu",4.66666667,15.51044132
"293",305,"Wisconsin","Dec",1,0.42,0.42,"Midwest","Flu",3.83333334,24.11164709
"294",306,"Wyoming","Dec",1,0.57,0.25,"West","Flu",1.8,1.399515988
"295",307,"Alabama","Jan",1,0.52,0.35,"South","Flu",3.3,22.23251232
"296",308,"Alaska","Jan",1,0.39,0.32,"West","Flu",3.5,0.334886557
"297",309,"Arizona","Jan",1,0.4,0.39,"West","Flu",3.36666667,15.01469527
"298",310,"Arkansas","Jan",1,0.46,0.38,"South","Flu",2.90000000000001,13.99135862
"299",311,"California","Jan",1,0.3,0.49,"West","Flu",4.06666667,59.78470633
"300",312,"Colorado","Jan",1,0.41,0.42,"West","Flu",2.9,12.74269739
"301",313,"Connecticut","Jan",1,0.32,0.5,"Northeast","Flu",3.36666666000001,158.4520124
"302",314,"Delaware","Jan",1,0.29,0.55,"South","Flu",2.9,105.2685422
"303",316,"Florida","Jan",1,0.37,0.44,"South","Flu",2.43333334,81.4360057
"304",317,"Georgia","Jan",1,0.41,0.41,"South","Flu",2.66666667000001,45.07329201
"305",318,"Hawaii","Jan",1,0.28,0.51,"West","Flu",2.13333334,48.59100109
"306",319,"Idaho","Jan",1,0.49,0.32,"West","Flu",2.7,5.59026477
"307",320,"Illinois","Jan",1,0.33,0.48,"Midwest","Flu",2.83333333,53.34484557
"308",321,"Indiana","Jan",1,0.42,0.37,"Midwest","Flu",2.3,44.87036521
"309",322,"Iowa","Jan",1,0.41,0.4,"Midwest","Flu",1.1,13.50693512
"310",323,"Kansas","Jan",1,0.46,0.31,"Midwest","Flu",1.23333333,8.893587378
"311",324,"Kentucky","Jan",1,0.44,0.43,"South","Flu",2.96666667,25.78274439
"312",325,"Louisiana","Jan",1,0.41,0.43,"South","Flu",2.9,26.22916954
"313",326,"Maine","Jan",1,0.36,0.47,"Northeast","Flu",2.26666667,8.122468816
"314",328,"Massachusetts","Jan",1,0.27,0.56,"Northeast","Flu",2.16666665999999,180.2373054
"315",329,"Michigan","Jan",1,0.34,0.47,"Midwest","Flu",2.1,39.4099648
"316",330,"Minnesota","Jan",1,0.39,0.46,"Midwest","Flu",3.73333333,16.78787194
"317",331,"Mississippi","Jan",1,0.44,0.42,"South","Flu",2.5,15.66696509
